marca,modelo,modelo_anyo,precio_contado,precio_financiado,precio_nuevo,fecha_matriculacion,combustible,kilometraje,carroceria,garantia,color,distintivo_medioambiental,largo,ancho,alto,batalla,volumen_maletero,mma,numero_puertas,numero_plazas,cilindrada,numero_cilindros,sobrealimentacion,traccion,tipo_cambio,numero_marchas,potencia_kw,potencia_cv,par_nm,velocidad_maxima,aceleracion,consumo_urbano,consumo_carretera,consumo_medio,co2,capacidad_deposito,pais,provincia,vendedor
NISSAN,Micra,2021,12500,11000,19920,03/2021,gasolina,57866,berlina,12 ,plateado,,3999,1935,1455,2525,300/0,1530,5,5,999,3,turbo,delantera,manual,5,68,92,160,178,11.8,5.5,3.9,4.5,103.0,41.0,spain,islas baleares,vendedor profesional
FIAT,500X,2023,30500,30500,32550,07/2023,gasolina,10,todo terreno,36 ,rosso passione solida,,4246,1796,1595,2570,350/1000,1870,5,5,1468,4,turbo,delantera,automatica secuencial,7,97,130,240,194,9.4,0.0,0.0,0.0,,48.0,spain,castellon,vendedor profesional
OPEL,Antara,2011,7400,,,08/2011,diesel,199476,pequeno,12 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,cordoba,vendedor profesional
MERCEDES-BENZ,EQE,2023,59900,,76000,08/2023,corriente electrica,5000,berlina,24 ,-,,4946,1936,1510,3210,430/0,2880,4,5,0,0,,trasera,"directo, sin caja de cambios",1,215,292,565,210,6.4,0.0,0.0,0.0,,0.0,spain,malaga,vendedor profesional
VOLVO,XC40,2023,34990,33990,43480,07/2023,gasolina,15000,todo terreno,36 ,fusion,,4440,1863,1652,2702,452/0,2120,5,5,1477,3,turbo,delantera,automatica secuencial,8,95,129,265,200,9.4,0.0,0.0,0.0,,54.0,spain,alava,vendedor profesional
BMW,i3,2021,29999,29999,40700,01/2021,corriente electrica,68953,monovolumen,12 ,blanco,,4011,1775,1590,2570,260/1100,1710,5,4,0,0,,trasera,"directo, sin caja de cambios",1,125,170,250,150,7.3,0.0,0.0,0.0,,0.0,spain,la coruna,vendedor profesional
SMART,Fortwo,2007,4750,,15578,07/2007,gasolina,123000,convertible,12 ,azul / metalizado,,2695,1559,1542,1867,220/0,1050,2,2,999,3,turbo,trasera,manual automatizada,5,62,84,120,145,0.0,6.5,4.3,5.1,119.0,33.0,spain,barcelona,vendedor profesional
MERCEDES-BENZ,Clase E,2010,19900,,64900,05/2010,gasolina,145000,convertible,12 ,blanco,,4698,1786,1398,2760,300/390,2260,2,4,3498,6,,trasera,automatica secuencial,7,215,292,365,250,6.8,12.8,6.5,8.8,206.0,66.0,spain,navarra,vendedor profesional
RENAULT,Arkana,2023,26430,24430,30850,02/2023,gasolina,13985,todo terreno,24 ,rojo deseo,,4568,1820,1571,2720,513/1269,1876,5,5,1333,4,turbo,delantera,automatica secuencial,7,103,140,260,205,9.8,0.0,0.0,0.0,,50.0,spain,valencia,vendedor profesional
LEXUS,UX,2021,34500,,65600,05/2021,corriente electrica,19900,todo terreno,12 ,gris / metalizado,,4495,1840,1545,2640,367/0,2335,5,5,0,0,,delantera,"directo, sin caja de cambios",,150,204,300,160,7.5,0.0,0.0,0.0,,0.0,spain,valladolid,vendedor profesional
MAZDA,Mazda2,2022,21900,20900,30097,03/2022,gasolina y corriente electrica,32078,berlina,12 ,monument bronze,,3940,1745,1500,2560,286/0,1615,5,5,1490,3,,delantera,automatica continua,1,85,116,120,175,9.7,0.0,0.0,0.0,,36.0,spain,madrid,vendedor profesional
MERCEDES-BENZ,Clase GLA,2017,21850,,34025,08/2017,diesel,110068,todo terreno,0,blanco,,4424,1804,1494,2699,421/1235,2035,5,5,2143,4,turbo de geometria variable,delantera,manual,6,100,136,300,205,9.5,5.4,3.5,4.2,110.0,50.0,spain,madrid,vendedor profesional
BMW,X1,2020,23900,21900,37552,01/2020,diesel,84400,todo terreno,12 ,blanco,,4439,1821,1598,2670,505/1550,2125,5,5,1995,4,turbo de geometria variable,delantera,automatica secuencial,8,110,150,350,205,9.4,5.2,4.2,4.6,121.0,51.0,spain,madrid,vendedor profesional
AUDI,A5,2017,28550,,48549,10/2017,diesel,94514,coupe,12 ,rojo,,4673,1846,1371,2764,465/0,1985,2,4,1968,4,turbo de geometria variable,delantera,manual,6,140,190,400,240,7.7,5.1,3.8,4.3,118.0,54.0,spain,madrid,vendedor profesional
TOYOTA,Corolla,2020,21990,20990,,05/2020,gasolina y corriente electrica,74395,berlina mediana o grande,24 ,rojo,,,,,,,,,,,,,,,,,,,,,,,,,,spain,madrid,vendedor profesional
MINI,Mini,2021,20750,18450,24600,05/2021,gasolina,63865,berlina,12 ,blanco,,3982,1727,1425,2567,278/0,1700,5,5,1499,3,turbo,delantera,automatica secuencial,6,100,136,220,207,8.1,6.0,4.1,4.8,111.0,40.0,spain,valencia,vendedor profesional
FERRARI,812,2022,599999,,339000,02/2022,gasolina,1,convertible,12 ,rosso magma,,4593,1971,1276,2720,0/0,0,2,2,6496,12,,trasera,automatica secuencial,7,588,799,718,340,2.9,19.4,10.4,14.9,340.0,92.0,spain,malaga,vendedor profesional
FIAT,500,2021,10450,,19250,01/2021,gasolina,55000,berlina,12 ,negro,,3571,1627,1488,2300,185/0,1055,3,4,999,3,turbo,delantera,manual,6,52,70,92,167,13.8,0.0,0.0,0.0,,35.0,spain,malaga,vendedor profesional
PEUGEOT,5008 SUV,2019,21900,19900,36000,04/2019,diesel,192000,todo terreno,12 ,-,,4641,1844,1651,2840,780/0,2190,5,7,1499,4,turbo de geometria variable,delantera,manual,6,96,130,300,191,12.7,4.4,3.6,3.9,102.0,56.0,spain,cordoba,vendedor profesional
VOLKSWAGEN,Taigo,2022,18900,16900,27480,08/2022,gasolina,29900,todo terreno,12 ,gris,,4266,1757,1515,2554,440/1222,1780,5,5,999,3,turbo,delantera,manual,5,70,95,175,183,11.1,0.0,0.0,0.0,,40.0,spain,valencia,vendedor profesional
AUDI,A5,2020,34990,33990,58221,02/2020,diesel,78200,berlina,12 ,gris,,4757,1843,1398,2824,465/0,2010,5,5,1968,4,turbo de geometria variable,delantera,automatica secuencial,7,120,163,380,210,8.2,0.0,0.0,0.0,,54.0,spain,madrid,vendedor profesional
CITROEN,C3,2019,11800,10600,,12/2019,gasolina,77292,berlina mediana o grande,12 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,zaragoza,vendedor profesional
TOYOTA,Aygo,2017,11180,11180,,12/2017,gasolina,16243,berlina mediana o grande,24 ,x-blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,barcelona,vendedor profesional
VOLVO,XC40,2023,42000,41000,,06/2023,electrico,37325,"4x4, suv o pickup",24 ,734 fjord blue,,,,,,,,,,,,,,,,,,,,,,,,,,spain,la rioja,vendedor profesional
TOYOTA,Corolla,2019,25900,25400,,09/2019,hibrido,50490,berlina mediana o grande,24 ,plata polar,,,,,,,,,,,,,,,,,,,,,,,,,,spain,madrid,vendedor profesional
NISSAN,Juke,2020,20990,18490,26975,12/2020,gasolina,33945,todo terreno,12 ,plata,,4210,1827,1595,2636,422/1477,1700,5,5,999,3,turbo,delantera,manual,6,84,114,200,180,10.7,0.0,0.0,0.0,,46.0,spain,barcelona,vendedor profesional
MERCEDES-BENZ,Clase GLC,2019,36500,34434,49100,03/2019,diesel,110140,todo terreno,24 ,plata iridio / metalizado,,4656,1890,1644,2873,550/1600,2520,5,5,2143,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,9,125,170,400,210,8.3,6.8,5.4,5.9,156.0,57.0,spain,cadiz,vendedor profesional
MERCEDES-BENZ,Clase A,2023,38300,36800,,06/2023,diesel,14316,berlina mediana o grande,36 ,negro noche,,,,,,,,,,,,,,,,,,,,,,,,,,spain,cordoba,vendedor profesional
MERCEDES-BENZ,Clase GLC,2019,44900,42900,59931,04/2019,diesel,52472,coupe,12 ,blanco,,4742,1890,1602,2873,500/1400,2500,5,5,1950,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,9,143,194,400,217,7.9,6.8,3.6,5.2,137.0,66.0,spain,pontevedra,vendedor profesional
MAZDA,Mazda3,2017,14750,,20725,10/2017,gasolina,97340,berlina,12 ,rojo / metalizado,,4470,1795,1450,2700,364/1263,1815,5,5,1998,4,turbo de geometria variable,delantera,manual,6,88,120,210,182,10.6,6.5,4.3,5.1,119.0,51.0,spain,madrid,vendedor profesional
BMW,Serie 2,2016,16485,15180,33228,08/2016,diesel,127470,monovolumen,12 ,blanco,,4342,1800,1555,2670,468/1510,1965,5,5,1995,4,turbo de geometria variable,delantera,automatica secuencial,8,110,150,330,210,8.9,4.7,4.1,4.3,113.0,51.0,spain,valencia,vendedor profesional
VOLKSWAGEN,Touareg,2022,54990,52990,88110,01/2022,diesel,45000,todo terreno,12 ,blanco,,4878,1984,1702,2894,810/0,2850,5,5,2967,6,turbo,todo terreno traccion total permanente,automatica secuencial,8,210,286,600,238,6.1,11.1,6.0,8.6,184.0,75.0,spain,alicante,vendedor profesional
SKODA,Octavia,2018,14290,12990,26360,10/2018,diesel,81089,stationwagon,12 ,gris / metalizado,,4667,1814,1465,2686,610/1740,1897,5,5,1598,4,turbo de geometria variable,delantera,manual,5,85,115,250,201,10.2,4.6,3.8,4.1,109.0,50.0,spain,madrid,vendedor profesional
CITROEN,C5 Aircross,2021,24500,24400,36365,07/2021,diesel,48000,todo terreno,12 ,gris,,4500,1969,1654,2730,580/720,2020,5,5,1499,4,turbo,delantera,automatica secuencial,8,96,130,300,189,10.6,4.4,3.8,4.0,100.0,53.0,spain,tarragona,vendedor profesional
VOLKSWAGEN,Taigo,2023,24600,23600,28530,02/2023,gasolina,900,todo terreno,36 ,blanco,,4266,1757,1515,2554,440/1222,1780,5,5,999,3,turbo,delantera,manual,6,81,110,200,191,10.9,0.0,0.0,0.0,,40.0,spain,burgos,vendedor profesional
MERCEDES-BENZ,Clase GLA,2024,44900,43500,,01/2024,diesel,10,"4x4, suv o pickup",24 ,negro / metalizado,,,,,,,,,,,,,,,,,,,,,,,,,,spain,cadiz,vendedor profesional
MINI,Mini,2023,48900,,51250,10/2023,gasolina,4100,convertible,36 ,midnight black ii,,3872,1727,1415,2495,160/215,1795,2,4,1998,4,turbo,delantera,automatica secuencial,8,170,231,320,241,6.5,0.0,0.0,0.0,,44.0,spain,barcelona,vendedor profesional
PEUGEOT,5008 SUV,2019,21900,19900,36000,04/2019,diesel,192000,todo terreno,12 ,-,,4641,1844,1651,2840,780/0,2190,5,7,1499,4,turbo de geometria variable,delantera,manual,6,96,130,300,191,12.7,4.4,3.6,3.9,102.0,56.0,spain,cordoba,vendedor profesional
VOLKSWAGEN,Taigo,2022,18900,16900,27480,08/2022,gasolina,29900,todo terreno,12 ,gris,,4266,1757,1515,2554,440/1222,1780,5,5,999,3,turbo,delantera,manual,5,70,95,175,183,11.1,0.0,0.0,0.0,,40.0,spain,valencia,vendedor profesional
AUDI,A5,2020,34990,33990,58221,02/2020,diesel,78200,berlina,12 ,gris,,4757,1843,1398,2824,465/0,2010,5,5,1968,4,turbo de geometria variable,delantera,automatica secuencial,7,120,163,380,210,8.2,0.0,0.0,0.0,,54.0,spain,madrid,vendedor profesional
CITROEN,C3,2019,11800,10600,,12/2019,gasolina,77292,berlina mediana o grande,12 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,zaragoza,vendedor profesional
TOYOTA,Aygo,2017,11180,11180,,12/2017,gasolina,16243,berlina mediana o grande,24 ,x-blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,barcelona,vendedor profesional
VOLVO,XC40,2023,42000,41000,,06/2023,electrico,37325,"4x4, suv o pickup",24 ,734 fjord blue,,,,,,,,,,,,,,,,,,,,,,,,,,spain,la rioja,vendedor profesional
TOYOTA,Corolla,2019,25900,25400,,09/2019,hibrido,50490,berlina mediana o grande,24 ,plata polar,,,,,,,,,,,,,,,,,,,,,,,,,,spain,madrid,vendedor profesional
NISSAN,Juke,2020,20990,18490,26975,12/2020,gasolina,33945,todo terreno,12 ,plata,,4210,1827,1595,2636,422/1477,1700,5,5,999,3,turbo,delantera,manual,6,84,114,200,180,10.7,0.0,0.0,0.0,,46.0,spain,barcelona,vendedor profesional
MERCEDES-BENZ,Clase GLC,2019,36500,34434,49100,03/2019,diesel,110140,todo terreno,24 ,plata iridio / metalizado,,4656,1890,1644,2873,550/1600,2520,5,5,2143,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,9,125,170,400,210,8.3,6.8,5.4,5.9,156.0,57.0,spain,cadiz,vendedor profesional
MERCEDES-BENZ,Clase A,2023,38300,36800,,06/2023,diesel,14316,berlina mediana o grande,36 ,negro noche,,,,,,,,,,,,,,,,,,,,,,,,,,spain,cordoba,vendedor profesional
MERCEDES-BENZ,Clase GLC,2019,44900,42900,59931,04/2019,diesel,52472,coupe,12 ,blanco,,4742,1890,1602,2873,500/1400,2500,5,5,1950,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,9,143,194,400,217,7.9,6.8,3.6,5.2,137.0,66.0,spain,pontevedra,vendedor profesional
MAZDA,Mazda3,2017,14750,,20725,10/2017,gasolina,97340,berlina,12 ,rojo / metalizado,,4470,1795,1450,2700,364/1263,1815,5,5,1998,4,turbo de geometria variable,delantera,manual,6,88,120,210,182,10.6,6.5,4.3,5.1,119.0,51.0,spain,madrid,vendedor profesional
BMW,Serie 2,2016,16485,15180,33228,08/2016,diesel,127470,monovolumen,12 ,blanco,,4342,1800,1555,2670,468/1510,1965,5,5,1995,4,turbo de geometria variable,delantera,automatica secuencial,8,110,150,330,210,8.9,4.7,4.1,4.3,113.0,51.0,spain,valencia,vendedor profesional
VOLKSWAGEN,Touareg,2022,54990,52990,88110,01/2022,diesel,45000,todo terreno,12 ,blanco,,4878,1984,1702,2894,810/0,2850,5,5,2967,6,turbo,todo terreno traccion total permanente,automatica secuencial,8,210,286,600,238,6.1,11.1,6.0,8.6,184.0,75.0,spain,alicante,vendedor profesional
SKODA,Octavia,2018,14290,12990,26360,10/2018,diesel,81089,stationwagon,12 ,gris / metalizado,,4667,1814,1465,2686,610/1740,1897,5,5,1598,4,turbo de geometria variable,delantera,manual,5,85,115,250,201,10.2,4.6,3.8,4.1,109.0,50.0,spain,madrid,vendedor profesional
CITROEN,C5 Aircross,2021,24500,24400,36365,07/2021,diesel,48000,todo terreno,12 ,gris,,4500,1969,1654,2730,580/720,2020,5,5,1499,4,turbo,delantera,automatica secuencial,8,96,130,300,189,10.6,4.4,3.8,4.0,100.0,53.0,spain,tarragona,vendedor profesional
MINI,Mini,2021,20750,18450,24600,05/2021,gasolina,63865,berlina,12 ,blanco,,3982,1727,1425,2567,278/0,1700,5,5,1499,3,turbo,delantera,automatica secuencial,6,100,136,220,207,8.1,6.0,4.1,4.8,111.0,40.0,spain,valencia,vendedor profesional
FERRARI,812,2022,599999,,339000,02/2022,gasolina,1,convertible,12 ,rosso magma,,4593,1971,1276,2720,0/0,0,2,2,6496,12,,trasera,automatica secuencial,7,588,799,718,340,2.9,19.4,10.4,14.9,340.0,92.0,spain,malaga,vendedor profesional
VOLVO,XC40,2023,42000,41000,,06/2023,electrico,37325,"4x4, suv o pickup",24 ,734 fjord blue,,,,,,,,,,,,,,,,,,,,,,,,,,spain,la rioja,vendedor profesional
FIAT,500,2021,10450,,19250,01/2021,gasolina,55000,berlina,12 ,negro,,3571,1627,1488,2300,185/0,1055,3,4,999,3,turbo,delantera,manual,6,52,70,92,167,13.8,0.0,0.0,0.0,,35.0,spain,malaga,vendedor profesional
TOYOTA,Corolla,2020,21990,20990,,05/2020,gasolina y corriente electrica,74395,berlina mediana o grande,24 ,rojo,,,,,,,,,,,,,,,,,,,,,,,,,,spain,madrid,vendedor profesional
PEUGEOT,5008 SUV,2019,21900,19900,36000,04/2019,diesel,192000,todo terreno,12 ,-,,4641,1844,1651,2840,780/0,2190,5,7,1499,4,turbo de geometria variable,delantera,manual,6,96,130,300,191,12.7,4.4,3.6,3.9,102.0,56.0,spain,cordoba,vendedor profesional
AUDI,A5,2020,34990,33990,58221,02/2020,diesel,78200,berlina,12 ,gris,,4757,1843,1398,2824,465/0,2010,5,5,1968,4,turbo de geometria variable,delantera,automatica secuencial,7,120,163,380,210,8.2,0.0,0.0,0.0,,54.0,spain,madrid,vendedor profesional
CITROEN,C3,2019,11800,10600,,12/2019,gasolina,77292,berlina mediana o grande,12 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,zaragoza,vendedor profesional
NISSAN,Juke,2020,20990,18490,26975,12/2020,gasolina,33945,todo terreno,12 ,plata,,4210,1827,1595,2636,422/1477,1700,5,5,999,3,turbo,delantera,manual,6,84,114,200,180,10.7,0.0,0.0,0.0,,46.0,spain,barcelona,vendedor profesional
MAZDA,Mazda3,2017,14750,,20725,10/2017,gasolina,97340,berlina,12 ,rojo / metalizado,,4470,1795,1450,2700,364/1263,1815,5,5,1998,4,turbo de geometria variable,delantera,manual,6,88,120,210,182,10.6,6.5,4.3,5.1,119.0,51.0,spain,madrid,vendedor profesional
MERCEDES-BENZ,Clase A,2023,38300,36800,,06/2023,diesel,14316,berlina mediana o grande,36 ,negro noche,,,,,,,,,,,,,,,,,,,,,,,,,,spain,cordoba,vendedor profesional
BMW,Serie 2,2016,16485,15180,33228,08/2016,diesel,127470,monovolumen,12 ,blanco,,4342,1800,1555,2670,468/1510,1965,5,5,1995,4,turbo de geometria variable,delantera,automatica secuencial,8,110,150,330,210,8.9,4.7,4.1,4.3,113.0,51.0,spain,valencia,vendedor profesional
AUDI,A1,2019,18950,,26633,01/2019,gasolina,99609,berlina,12 ,negro / metalizado,,4029,1740,1433,2563,335/1090,1655,5,5,999,3,turbo,delantera,manual,6,85,116,200,203,9.5,5.9,4.1,4.9,111.0,40.0,spain,madrid,vendedor profesional
JEEP,Renegade,2022,29900,26910,,07/2022,gasolina y corriente electrica,12587,"4x4, suv o pickup",12 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,valencia,vendedor profesional
ALFA,ROMEO Giulia,2019,25500,24500,45185,01/2019,diesel,57900,berlina,si,-,,4643,1860,1438,2820,480/0,1930,4,5,2143,4,turbo de geometria variable,trasera,automatica secuencial,8,118,160,450,220,8.2,5.9,4.2,4.9,125.0,52.0,spain,madrid,vendedor profesional
SEAT,Leon,2013,10500,9500,22070,07/2013,diesel,188000,berlina,12 ,azul / metalizado,,4228,1810,1446,2601,380/0,1790,3,5,1598,4,turbo de geometria variable,delantera,manual,5,77,105,250,192,10.6,4.6,3.3,3.8,99.0,50.0,spain,ciudad real,vendedor profesional
AUDI,A4,2018,26490,26490,,02/2018,diesel,86300,familiar,12 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,barcelona,vendedor profesional
ABARTH,595,2021,19900,18900,23400,05/2021,gasolina,30000,berlina,12 ,blanco,,3660,1627,1480,2300,185/550,1425,3,4,1368,4,turbo,delantera,manual,5,107,145,206,210,7.8,8.7,5.4,6.6,155.0,35.0,spain,barcelona,vendedor profesional
MERCEDES-BENZ,Clase A,2019,21500,,33772,01/2019,diesel,123200,berlina,12 ,gris,,4419,1796,1440,2729,360/1200,1935,5,5,1461,4,turbo de geometria variable,delantera,automatica secuencial,7,85,116,260,202,10.5,4.7,3.9,3.9,103.0,43.0,spain,la rioja,vendedor profesional
PORSCHE,Panamera,2018,105990,99990,197723,03/2018,hibrido enchufable,136500,stationwagon,12 ,negro,,5049,1937,1432,2950,425/1295,2900,5,5,3996,8,turbo de geometria variable,total permanente,automatica secuencial,8,500,680,850,310,3.4,0.0,0.0,3.3,76.0,80.0,spain,barcelona,vendedor profesional
MERCEDES-BENZ,Clase B,2016,20900,19900,38125,11/2016,diesel,110000,monovolumen,12 ,negro / metalizado,,4393,1786,1558,2699,488/1547,2025,5,5,2143,4,turbo de geometria variable,delantera,automatica secuencial,7,130,177,350,224,7.6,4.9,3.6,4.1,107.0,50.0,spain,valencia,vendedor profesional
CITROEN,C4,2021,20500,18500,28265,05/2021,gasolina,48000,berlina,12 ,negro / metalizado,,4360,1834,1520,2670,380/408,1755,5,5,1199,3,,delantera,automatica secuencial,8,96,130,230,210,10.8,6.1,3.2,4.7,110.0,50.0,spain,madrid,vendedor profesional
NISSAN,Micra,2021,12500,11000,19920,03/2021,gasolina,57866,berlina,12 ,plateado,,3999,1935,1455,2525,300/0,1530,5,5,999,3,turbo,delantera,manual,5,68,92,160,178,11.8,5.5,3.9,4.5,103.0,41.0,spain,islas baleares,vendedor profesional
FIAT,500X,2023,30500,30500,32550,07/2023,gasolina,10,todo terreno,36 ,rosso passione solida,,4246,1796,1595,2570,350/1000,1870,5,5,1468,4,turbo,delantera,automatica secuencial,7,97,130,240,194,9.4,0.0,0.0,0.0,,48.0,spain,castellon,vendedor profesional
OPEL,Antara,2011,7400,,,08/2011,diesel,199476,pequeno,12 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,cordoba,vendedor profesional
MERCEDES-BENZ,EQE,2023,59900,,76000,08/2023,corriente electrica,5000,berlina,24 ,-,,4946,1936,1510,3210,430/0,2880,4,5,0,0,,trasera,"directo, sin caja de cambios",1,215,292,565,210,6.4,0.0,0.0,0.0,,0.0,spain,malaga,vendedor profesional
VOLVO,XC40,2023,34990,33990,43480,07/2023,gasolina,15000,todo terreno,36 ,fusion,,4440,1863,1652,2702,452/0,2120,5,5,1477,3,turbo,delantera,automatica secuencial,8,95,129,265,200,9.4,0.0,0.0,0.0,,54.0,spain,alava,vendedor profesional
BMW,i3,2021,29999,29999,40700,01/2021,corriente electrica,68953,monovolumen,12 ,blanco,,4011,1775,1590,2570,260/1100,1710,5,4,0,0,,trasera,"directo, sin caja de cambios",1,125,170,250,150,7.3,0.0,0.0,0.0,,0.0,spain,la coruna,vendedor profesional
FORD,Kuga,2021,24190,,36878,04/2021,gasolina y corriente electrica,62099,todo terreno,12 ,blanco,,4614,1883,1678,2710,405/1423,2280,5,5,2488,4,turbo,delantera,automatica secuencial,8,140,191,200,196,9.5,6.4,4.6,5.3,118.0,45.0,spain,alicante,vendedor profesional
AUDI,A3,2021,35500,35500,,07/2021,diesel,36391,"4x4, suv o pickup",12 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,murcia,vendedor profesional
AUDI,A4,2019,31500,31500,,02/2019,diesel,79918,berlina mediana o grande,12 ,azul navarra metalizado,,,,,,,,,,,,,,,,,,,,,,,,,,spain,murcia,vendedor profesional
AUDI,A5,2019,31200,30200,52906,03/2019,diesel,131000,berlina,12 ,negro metalizado / metalizado,,4757,1843,1398,2824,465/0,2200,5,5,1968,4,turbo de geometria variable,total permanente,automatica secuencial,7,140,190,400,235,7.6,5.6,4.4,4.8,128.0,54.0,spain,madrid,vendedor profesional
MITSUBISHI,Eclipse Cross,2022,36000,31000,44700,12/2022,hibrido enchufable,4,todo terreno,60 ,rojo diamond / metalizado,,4545,1805,1685,2670,404/1153,2425,5,5,2360,4,turbo,todo terreno traccion total permanente,"directo, sin caja de cambios",1,138,188,193,162,10.9,0.0,0.0,0.0,,43.0,spain,vizcaya,vendedor profesional
AUDI,A1,2011,10750,10750,22060,05/2011,diesel,159000,berlina,12 ,blanco,,3954,1740,1416,2469,270/920,1590,3,4,1598,4,turbo de geometria variable,delantera,manual,5,77,105,250,190,10.5,4.7,3.5,3.9,99.0,45.0,spain,malaga,vendedor profesional
SKODA,Scala,2023,19600,,26218,03/2023,gasolina,6902,berlina,24 ,blanco,,4362,1793,1471,2649,467/1410,1640,5,5,999,3,turbo,delantera,manual,6,81,110,200,199,10.1,0.0,0.0,0.0,,50.0,spain,leon,vendedor profesional
MINI,Mini,2022,34795,33295,39600,07/2022,gasolina,17022,convertible,24 ,gris / metalizado,,3876,1727,1415,2495,160/215,1745,2,4,1998,4,,delantera,automatica secuencial,7,131,178,280,230,7.8,0.0,0.0,0.0,,44.0,spain,madrid,vendedor profesional
KIA,Niro,2022,32990,29490,38310,06/2022,gasolina y corriente electrica,25,todo terreno,60 ,blanco / metalizado,,4420,1825,1545,2720,451/1445,1940,5,5,1580,4,,delantera,automatica secuencial,6,104,141,265,165,10.4,0.0,0.0,0.0,,42.0,spain,granada,vendedor profesional
BMW,X3,2023,57890,,59900,05/2023,diesel,18456,todo terreno,24 ,negro,,4708,1891,1676,2864,550/1600,2500,5,5,1995,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,8,140,190,400,213,9.0,0.0,0.0,0.0,,68.0,spain,valencia,vendedor profesional
MINI,Mini Clubman,2017,22400,20900,32900,03/2017,gasolina,37684,stationwagon,12 ,gris,,4253,1800,1441,2670,360/1250,2030,5,5,1998,4,turbo,total permanente,manual,6,141,192,280,225,7.0,8.8,5.7,6.9,159.0,48.0,spain,cordoba,vendedor profesional
VOLVO,XC90,2021,72900,72900,,09/2021,gasolina,19628,"4x4, suv o pickup",24 ,bright silver,,,,,,,,,,,,,,,,,,,,,,,,,,spain,barcelona,vendedor profesional
